age,job,marital,education,balance,housing,loan,day,month
31,blue-collar,married,primary,33,yes,no,24,jul
28,services,single,secondary,340,yes,no,24,jul
49,technician,divorced,secondary,305,no,no,24,jul
25,services,married,secondary,0,yes,no,24,jul
28,unemployed,single,tertiary,497,yes,no,24,jul
54,retired,married,secondary,1371,no,no,25,jul
28,technician,single,tertiary,1628,yes,no,25,jul
27,technician,single,tertiary,372,yes,yes,25,jul
49,blue-collar,single,primary,566,yes,no,25,jul
53,blue-collar,married,primary,343,yes,no,25,jul
26,technician,single,secondary,941,no,yes,25,jul
37,services,married,secondary,775,no,yes,25,jul
34,blue-collar,single,secondary,1759,no,yes,25,jul
51,retired,married,primary,1495,no,no,25,jul
39,housemaid,married,secondary,1444,no,no,25,jul
35,technician,single,tertiary,470,yes,no,25,jul
51,unemployed,married,primary,1162,yes,no,25,jul
30,management,single,tertiary,2,yes,yes,25,jul
42,blue-collar,single,primary,1628,yes,no,25,jul
54,management,married,secondary,1134,yes,no,25,jul
51,blue-collar,married,primary,0,yes,yes,25,jul
57,retired,divorced,primary,63,no,yes,25,jul
30,management,married,tertiary,1221,yes,no,25,jul
37,blue-collar,single,secondary,5024,no,yes,25,jul
39,technician,married,secondary,10685,yes,no,25,jul
35,technician,married,tertiary,1629,no,no,25,jul
48,management,married,secondary,268,yes,no,28,jul
31,management,married,tertiary,0,yes,yes,28,jul
35,self-employed,married,secondary,5613,yes,no,28,jul
48,housemaid,married,secondary,513,no,yes,28,jul
53,housemaid,married,primary,362,no,no,28,jul
27,technician,single,secondary,3933,no,no,28,jul
55,technician,married,secondary,3899,yes,no,28,jul
40,services,married,secondary,473,yes,no,28,jul
40,self-employed,single,tertiary,1616,no,no,28,jul
38,blue-collar,divorced,secondary,1817,yes,no,28,jul
54,retired,single,secondary,129,no,yes,28,jul
54,technician,married,secondary,1938,no,yes,28,jul
50,admin.,single,secondary,133,no,no,28,jul
48,management,divorced,tertiary,2263,no,no,29,jul
41,services,married,unknown,1538,no,no,29,jul
51,blue-collar,divorced,primary,5,no,no,29,jul
42,technician,single,tertiary,2625,no,no,29,jul
58,retired,divorced,secondary,1080,yes,no,29,jul
47,unemployed,married,secondary,312,no,no,29,jul
58,admin.,married,secondary,145,yes,no,29,jul
41,blue-collar,married,secondary,-190,no,yes,29,jul
50,admin.,married,secondary,2678,no,no,30,jul
46,housemaid,married,secondary,271,yes,no,30,jul
44,blue-collar,married,secondary,0,no,no,30,jul
36,services,married,secondary,0,no,no,30,jul
58,management,divorced,secondary,3161,no,no,30,jul
44,unemployed,single,primary,-4,no,yes,30,jul
49,entrepreneur,divorced,unknown,-701,yes,no,30,jul
55,management,married,tertiary,-375,no,no,30,jul
52,unemployed,married,primary,959,no,no,30,jul
60,retired,divorced,secondary,1091,no,no,30,jul
41,services,married,unknown,-1,no,yes,30,jul
36,management,married,tertiary,96,no,no,30,jul
41,blue-collar,divorced,primary,0,no,no,30,jul
50,entrepreneur,married,tertiary,230,no,no,30,jul
44,housemaid,married,primary,-156,no,yes,30,jul
54,technician,married,secondary,114,no,no,30,jul
35,management,married,tertiary,-468,yes,no,30,jul
59,retired,divorced,secondary,679,no,no,30,jul
42,entrepreneur,married,unknown,206,yes,no,30,jul
27,management,single,tertiary,1,yes,no,30,jul
59,housemaid,divorced,primary,2518,no,no,30,jul
43,admin.,married,secondary,378,no,no,30,jul
39,technician,single,secondary,391,no,yes,30,jul
33,unemployed,married,secondary,-144,no,no,30,jul
36,self-employed,single,tertiary,1240,no,no,31,jul
35,blue-collar,divorced,primary,1792,yes,no,31,jul
50,blue-collar,married,unknown,2284,yes,no,31,jul
55,technician,married,secondary,264,yes,yes,31,jul
51,unemployed,divorced,tertiary,0,no,no,31,jul
48,entrepreneur,married,tertiary,-392,no,no,31,jul
55,housemaid,divorced,primary,77,no,no,31,jul
30,services,married,secondary,48,yes,no,31,jul
53,blue-collar,married,primary,252,no,no,31,jul
40,blue-collar,married,secondary,1954,no,no,31,jul
44,technician,married,primary,755,no,yes,31,jul
49,management,divorced,tertiary,755,no,no,31,jul
40,admin.,married,secondary,341,no,no,31,jul
58,unemployed,married,primary,1183,no,no,31,jul
49,services,married,secondary,388,no,no,31,jul
38,technician,married,secondary,1919,no,no,4,aug
51,housemaid,divorced,tertiary,1613,no,no,4,aug
36,management,divorced,tertiary,0,no,no,4,aug
55,retired,married,secondary,0,no,no,4,aug
43,technician,married,tertiary,0,no,no,4,aug
60,management,divorced,secondary,0,no,no,5,aug
57,retired,married,secondary,466,no,no,5,aug
41,technician,married,tertiary,515,no,no,5,aug
50,technician,married,tertiary,2313,no,no,5,aug
53,blue-collar,married,secondary,-8,no,no,5,aug
59,retired,married,primary,1634,yes,yes,5,aug
59,housemaid,married,primary,100,no,no,5,aug
52,unknown,married,unknown,5361,no,no,5,aug
58,management,divorced,tertiary,1257,no,no,5,aug
59,retired,married,primary,3400,yes,no,5,aug
49,technician,single,secondary,1377,no,no,5,aug
33,management,divorced,tertiary,2885,no,no,5,aug
55,blue-collar,married,primary,512,no,no,5,aug
42,technician,married,tertiary,921,no,no,5,aug
52,services,married,secondary,1000,no,no,5,aug
38,technician,married,tertiary,202,no,no,5,aug
55,technician,married,tertiary,169,no,yes,5,aug
49,technician,married,tertiary,3726,no,no,5,aug
56,technician,divorced,secondary,146,yes,no,5,aug
46,technician,married,secondary,940,no,no,5,aug
57,retired,divorced,tertiary,734,no,no,6,aug
61,retired,married,secondary,77,no,no,6,aug
45,admin.,married,secondary,925,no,no,6,aug
39,management,married,tertiary,1836,no,no,6,aug
46,admin.,married,secondary,660,no,no,6,aug
43,management,single,tertiary,1304,no,no,6,aug
34,services,married,secondary,2956,no,no,6,aug
35,management,divorced,tertiary,146,no,no,6,aug
36,management,divorced,tertiary,36,no,no,6,aug
45,management,divorced,tertiary,1,no,no,6,aug
47,technician,married,secondary,2480,no,no,6,aug
42,technician,married,tertiary,14282,yes,no,6,aug
40,management,single,tertiary,0,no,no,6,aug
40,technician,divorced,secondary,311,no,no,6,aug
32,technician,married,secondary,560,no,no,6,aug
33,technician,single,secondary,3059,no,yes,6,aug
32,self-employed,married,tertiary,1423,no,no,6,aug
46,blue-collar,married,primary,874,no,no,6,aug
50,admin.,married,secondary,706,yes,no,6,aug
51,blue-collar,married,primary,7098,no,no,6,aug
30,management,single,tertiary,5389,no,no,6,aug
39,technician,single,secondary,1104,no,no,7,aug
47,admin.,married,secondary,3070,no,no,7,aug
40,technician,divorced,secondary,0,no,no,7,aug
50,blue-collar,married,primary,4108,yes,no,7,aug
60,management,married,tertiary,0,no,no,7,aug
32,management,single,tertiary,4291,no,no,7,aug
57,technician,married,tertiary,6822,no,no,7,aug
41,self-employed,married,tertiary,231,no,no,7,aug
50,technician,married,secondary,3176,no,no,7,aug
46,technician,divorced,secondary,-824,yes,no,7,aug
31,management,married,tertiary,676,no,no,7,aug
36,technician,single,secondary,651,no,no,7,aug
45,technician,divorced,secondary,2657,no,no,7,aug
33,technician,divorced,secondary,801,no,no,7,aug
47,services,married,secondary,405,no,yes,8,aug
35,management,married,tertiary,82,no,no,8,aug
38,management,married,tertiary,179,no,no,8,aug
33,management,married,tertiary,1047,no,no,8,aug
44,technician,single,secondary,7138,no,no,8,aug
31,management,single,tertiary,165,no,yes,8,aug
31,management,single,tertiary,37,no,no,8,aug
49,services,married,secondary,823,no,no,8,aug
52,services,married,primary,1625,no,no,8,aug
31,technician,married,tertiary,120,no,no,8,aug
35,management,married,tertiary,2957,yes,yes,8,aug
31,management,single,tertiary,2,no,no,8,aug
36,technician,divorced,secondary,1,no,no,8,aug
39,management,married,tertiary,1795,no,no,8,aug
46,management,married,tertiary,4,no,no,8,aug
48,blue-collar,married,primary,476,no,no,11,aug
36,management,married,tertiary,9,no,no,11,aug
30,management,married,tertiary,131,yes,no,11,aug
33,management,single,tertiary,1120,no,no,11,aug
57,housemaid,married,primary,2785,no,no,11,aug
33,management,single,tertiary,0,no,no,11,aug
35,management,married,tertiary,43,no,no,11,aug
53,management,married,tertiary,0,no,no,11,aug
41,management,married,secondary,456,yes,no,11,aug
32,management,single,secondary,2018,no,no,11,aug
41,management,married,tertiary,0,no,no,11,aug
35,technician,single,secondary,354,no,no,11,aug
48,blue-collar,married,primary,719,no,yes,11,aug
34,management,married,tertiary,828,no,yes,11,aug
47,blue-collar,married,secondary,2787,no,no,11,aug
46,unemployed,married,secondary,2551,no,no,12,aug
60,retired,married,secondary,2722,no,no,12,aug
39,management,married,secondary,1880,no,no,12,aug
57,blue-collar,married,primary,2112,no,no,12,aug
36,unemployed,divorced,secondary,871,no,no,12,aug
30,management,married,secondary,850,no,no,12,aug
33,technician,married,secondary,3243,no,no,12,aug
30,management,married,tertiary,1567,yes,no,12,aug
36,technician,single,secondary,12,no,no,12,aug
49,blue-collar,married,primary,128,no,no,12,aug
49,blue-collar,married,secondary,553,no,no,12,aug
40,unemployed,divorced,secondary,1694,no,no,12,aug
49,blue-collar,married,primary,408,no,no,12,aug
38,management,married,tertiary,1223,no,no,12,aug
31,management,single,tertiary,1858,no,no,12,aug
34,management,married,tertiary,520,yes,no,12,aug
39,management,married,tertiary,271,yes,no,12,aug
40,management,married,secondary,4396,no,no,12,aug
47,technician,married,secondary,568,yes,no,12,aug
37,technician,single,secondary,3665,no,no,12,aug
44,technician,single,secondary,244,yes,no,12,aug
55,management,married,tertiary,568,no,no,12,aug
40,technician,married,secondary,42,no,no,13,aug
54,retired,married,primary,309,no,no,13,aug
35,technician,married,secondary,-180,no,yes,13,aug
32,technician,single,tertiary,34646,no,no,13,aug
36,management,divorced,tertiary,59,no,no,13,aug
37,management,married,tertiary,4436,no,no,13,aug
37,technician,single,secondary,-242,yes,no,13,aug
50,self-employed,married,secondary,10052,no,no,13,aug
58,retired,married,tertiary,0,no,no,13,aug
52,technician,divorced,secondary,152,no,no,13,aug
31,management,married,tertiary,156,no,no,13,aug
40,management,married,tertiary,66,no,no,13,aug
34,management,single,tertiary,9827,yes,no,13,aug
53,services,married,secondary,6170,no,no,13,aug
43,management,married,tertiary,2383,no,no,13,aug
30,technician,single,tertiary,635,no,no,13,aug
34,technician,single,secondary,16,no,no,13,aug
48,admin.,divorced,secondary,362,no,no,13,aug
33,management,married,tertiary,191,no,no,13,aug
37,management,single,tertiary,455,yes,no,13,aug
57,technician,divorced,secondary,3043,no,no,14,aug
55,retired,married,primary,3334,no,no,14,aug
34,technician,married,tertiary,8029,yes,no,14,aug
44,entrepreneur,married,tertiary,624,no,no,14,aug
35,management,single,tertiary,331,no,no,14,aug
34,housemaid,married,primary,2929,no,no,14,aug
49,services,married,secondary,1314,no,no,14,aug
30,technician,married,secondary,289,yes,no,14,aug
32,management,single,tertiary,20,no,no,14,aug
56,blue-collar,married,primary,8163,no,no,14,aug
50,management,single,tertiary,1200,no,no,14,aug
32,technician,single,secondary,1732,yes,no,14,aug
45,technician,single,tertiary,0,no,no,18,aug
52,management,married,tertiary,576,no,no,18,aug
60,blue-collar,married,primary,493,no,no,18,aug
47,management,married,tertiary,682,no,no,18,aug
32,technician,single,secondary,0,no,no,18,aug
55,blue-collar,married,primary,3485,no,no,18,aug
36,management,single,tertiary,2944,no,no,18,aug
46,technician,married,secondary,1353,no,no,18,aug
55,management,divorced,tertiary,0,no,no,18,aug
30,management,single,tertiary,1541,no,no,18,aug
54,blue-collar,married,secondary,548,no,no,18,aug
31,management,divorced,tertiary,254,no,no,18,aug
46,technician,single,tertiary,4414,no,no,18,aug
61,management,married,secondary,985,no,no,18,aug
58,retired,married,primary,1241,no,no,18,aug
38,technician,single,secondary,3278,no,no,19,aug
49,technician,married,secondary,412,no,no,19,aug
43,management,single,tertiary,483,no,no,19,aug
52,management,married,tertiary,7135,no,no,19,aug
33,self-employed,single,tertiary,61,no,no,19,aug
33,management,married,tertiary,1412,yes,no,19,aug
53,management,married,tertiary,15,no,no,20,aug
40,admin.,single,tertiary,27,no,no,20,aug
44,self-employed,married,tertiary,1196,no,no,20,aug
42,technician,divorced,secondary,19,no,no,20,aug
33,management,single,tertiary,432,no,no,20,aug
53,technician,married,tertiary,988,no,no,20,aug
60,admin.,married,tertiary,1614,no,no,20,aug
33,technician,single,secondary,163,yes,no,20,aug
37,technician,married,tertiary,247,no,no,20,aug
45,admin.,married,secondary,236,no,no,20,aug
34,technician,single,secondary,666,no,no,21,aug
56,technician,married,tertiary,73,no,no,21,aug
57,technician,divorced,tertiary,96,no,no,21,aug
32,management,single,tertiary,46,no,no,21,aug
50,services,married,secondary,1501,no,no,21,aug
30,services,single,tertiary,-477,no,yes,21,aug
56,admin.,married,secondary,1694,no,no,21,aug
55,blue-collar,married,secondary,196,no,no,21,aug
34,self-employed,single,tertiary,462,no,no,21,aug
52,management,married,tertiary,1227,no,no,22,aug
32,management,single,tertiary,522,no,no,22,aug
31,self-employed,married,tertiary,94,no,no,22,aug
44,technician,married,secondary,267,no,no,22,aug
33,management,married,tertiary,4570,no,no,22,aug
53,blue-collar,married,secondary,25,no,no,22,aug
46,management,single,tertiary,0,no,no,22,aug
46,entrepreneur,married,tertiary,1920,no,no,22,aug
59,admin.,married,secondary,1575,yes,no,22,aug
51,unemployed,married,secondary,234,no,no,22,aug
57,retired,married,primary,3518,yes,no,25,aug
43,technician,married,secondary,136,no,no,25,aug
48,management,single,tertiary,830,no,no,25,aug
33,housemaid,married,primary,2054,no,no,25,aug
59,blue-collar,married,primary,-546,no,no,25,aug
58,blue-collar,married,primary,5188,yes,no,25,aug
32,management,single,tertiary,1882,no,no,25,aug
44,management,married,tertiary,792,no,no,25,aug
47,blue-collar,married,unknown,162,no,no,25,aug
34,technician,married,secondary,1035,no,no,25,aug
51,retired,married,tertiary,746,no,no,25,aug
60,unknown,married,unknown,17297,no,no,26,aug
46,admin.,married,secondary,22,no,no,26,aug
41,technician,married,tertiary,231,no,no,26,aug
34,self-employed,single,secondary,296,no,no,27,aug
31,technician,divorced,tertiary,0,no,no,27,aug
37,management,married,tertiary,40,no,no,27,aug
59,retired,married,secondary,2396,no,no,27,aug
55,services,married,unknown,2944,no,no,27,aug
33,management,single,tertiary,7084,no,no,27,aug
30,technician,married,tertiary,569,no,no,27,aug
36,management,married,tertiary,0,no,no,27,aug
44,management,married,tertiary,1138,no,no,27,aug
36,technician,divorced,secondary,54,yes,no,27,aug
33,management,single,tertiary,2637,no,no,28,aug
36,technician,married,secondary,2473,no,no,28,aug
53,blue-collar,married,primary,5603,no,no,28,aug
47,admin.,divorced,secondary,225,no,no,28,aug
39,management,married,tertiary,-17,yes,yes,28,aug
35,technician,single,secondary,3490,yes,no,29,aug
32,management,single,tertiary,769,no,no,29,aug
46,technician,divorced,secondary,-90,no,yes,17,oct
30,self-employed,married,tertiary,1785,no,no,17,oct
36,self-employed,single,tertiary,-103,yes,yes,17,oct
47,admin.,divorced,secondary,555,yes,yes,17,oct
52,technician,married,secondary,5303,yes,no,19,oct
43,management,married,tertiary,1258,no,no,20,oct
44,technician,single,secondary,1679,no,no,20,oct
30,blue-collar,married,secondary,1664,yes,no,20,oct
32,admin.,married,secondary,8749,yes,yes,21,oct
42,admin.,single,secondary,-247,yes,yes,21,oct
33,services,married,secondary,3444,yes,no,21,oct
45,admin.,married,secondary,5346,yes,yes,21,oct
45,blue-collar,married,secondary,1144,yes,no,22,oct
28,student,single,secondary,2351,no,no,22,oct
32,technician,single,tertiary,5514,no,no,22,oct
28,self-employed,married,secondary,123,no,yes,22,oct
44,admin.,divorced,primary,429,yes,no,23,oct
51,entrepreneur,married,tertiary,5254,yes,no,23,oct
56,technician,married,secondary,589,yes,no,23,oct
40,technician,divorced,tertiary,568,yes,no,24,oct
49,admin.,married,secondary,10250,yes,no,24,oct
50,management,single,tertiary,3537,no,no,24,oct
58,admin.,divorced,secondary,1947,no,no,26,oct
37,admin.,married,secondary,1967,no,no,27,oct
27,entrepreneur,married,secondary,2329,no,no,27,oct
47,management,divorced,tertiary,12026,yes,no,27,oct
39,admin.,married,secondary,1757,no,no,28,oct
43,management,married,secondary,107,yes,yes,28,oct
34,technician,married,secondary,1012,yes,yes,28,oct
35,management,divorced,tertiary,0,yes,no,29,oct
58,management,divorced,tertiary,372,no,yes,29,oct
35,management,single,tertiary,7506,yes,no,30,oct
42,technician,divorced,secondary,314,yes,no,30,oct
43,retired,married,secondary,860,no,no,30,oct
34,housemaid,married,secondary,0,yes,no,30,oct
35,blue-collar,single,secondary,3623,no,no,30,oct
38,admin.,single,secondary,2470,no,no,31,oct
39,blue-collar,married,secondary,1307,yes,no,31,oct
58,retired,divorced,tertiary,3237,no,no,31,oct
60,management,married,tertiary,5041,no,no,4,nov
56,technician,married,secondary,6619,yes,no,4,nov
31,management,married,tertiary,1331,no,no,5,nov
37,services,married,secondary,1970,yes,no,5,nov
59,retired,divorced,secondary,1026,no,no,5,nov
49,management,married,secondary,249,no,no,6,nov
30,management,single,tertiary,12857,yes,no,6,nov
31,technician,single,tertiary,2807,no,no,8,nov
